,optimizer,task,iteration,difference,lb,ub
5,PFN-Casmopolitan,xgboost_opt,5,-0.0008641975308642044,-0.007841049382716063,0.0057407407407407286
6,PFN-Casmopolitan,xgboost_opt,6,0.0016049382716049462,-0.005246913580246899,0.007347222222222241
7,PFN-Casmopolitan,xgboost_opt,7,0.0017283950617284134,-0.005742283950617259,0.00833487654320989
8,PFN-Casmopolitan,xgboost_opt,8,0.0012962962962963132,-0.005123456790123428,0.006915123456790148
9,PFN-Casmopolitan,xgboost_opt,9,0.0016049382716049564,-0.005188271604938255,0.008091049382716067
10,PFN-Casmopolitan,xgboost_opt,10,0.00154320987654322,-0.004999999999999987,0.008026234567901238
11,PFN-Casmopolitan,xgboost_opt,11,0.0019135802469135964,-0.0036435185185185164,0.007098765432098777
12,PFN-Casmopolitan,xgboost_opt,12,0.000987654320987666,-0.0041975308641975205,0.00611265432098767
13,PFN-Casmopolitan,xgboost_opt,13,0.0011111111111111263,-0.0037669753086419827,0.006237654320987681
14,PFN-Casmopolitan,xgboost_opt,14,0.000987654320987663,-0.003641975308641957,0.006114197530864207
15,PFN-Casmopolitan,xgboost_opt,15,0.0009259259259259298,-0.0038271604938271675,0.006050925925925935
16,PFN-Casmopolitan,xgboost_opt,16,0.0006172839506172832,-0.0042592592592592664,0.00561882716049383
17,PFN-Casmopolitan,xgboost_opt,17,0.00037037037037036997,-0.004199074074074081,0.005123456790123467
18,PFN-Casmopolitan,xgboost_opt,18,0.0009259259259259268,-0.0031496913580247063,0.005246913580246927
19,PFN-Casmopolitan,xgboost_opt,19,0.0026543209876543168,-0.0017283950617284097,0.006975308641975306
20,PFN-Casmopolitan,xgboost_opt,20,0.00302469135802469,-0.0012345679012345646,0.00753395061728396
21,PFN-Casmopolitan,xgboost_opt,21,0.003580246913580253,-0.00012345679012345078,0.008024691358024688
22,PFN-Casmopolitan,xgboost_opt,22,0.003333333333333336,-0.0006188271604938308,0.007719135802469167
23,PFN-Casmopolitan,xgboost_opt,23,0.00358024691358025,0.00024382716049383676,0.007530864197530862
24,PFN-Casmopolitan,xgboost_opt,24,0.0035802469135802466,-1.5432098765527808e-06,0.007469135802469137
25,PFN-Casmopolitan,xgboost_opt,25,0.0035802469135802466,6.172839506173272e-05,0.007407407407407406
26,PFN-Casmopolitan,xgboost_opt,26,0.003333333333333333,-0.0001851851851852,0.006976851851851853
27,PFN-Casmopolitan,xgboost_opt,27,0.0030246913580246866,-0.0004938271604938239,0.006913580246913587
28,PFN-Casmopolitan,xgboost_opt,28,0.0027160493827160467,-0.0006188271604938422,0.006729938271604935
29,PFN-Casmopolitan,xgboost_opt,29,0.0027777777777777766,-0.0006172839506172809,0.006544753086419745
30,PFN-Casmopolitan,xgboost_opt,30,0.002777777777777783,-0.0004336419753086232,0.006791666666666681
31,PFN-Casmopolitan,xgboost_opt,31,0.0027160493827160597,-0.0006805555555555622,0.0068518518518518624
32,PFN-Casmopolitan,xgboost_opt,32,0.00246913580246915,-0.0011743827160493798,0.007038580246913618
33,PFN-Casmopolitan,xgboost_opt,33,0.00246913580246915,-0.0012962962962962767,0.006915123456790154
34,PFN-Casmopolitan,xgboost_opt,34,0.0032098765432098902,-0.00012345679012345658,0.0072222222222222505
35,PFN-Casmopolitan,xgboost_opt,35,0.0030246913580247036,-0.0004953703703703723,0.007285493827160523
36,PFN-Casmopolitan,xgboost_opt,36,0.003148148148148164,-0.000432098765432084,0.007222222222222246
37,PFN-Casmopolitan,xgboost_opt,37,0.003148148148148164,-0.00037037037037036943,0.006853395061728429
38,PFN-Casmopolitan,xgboost_opt,38,0.003148148148148164,-0.0004938271604938195,0.007160493827160522
39,PFN-Casmopolitan,xgboost_opt,39,0.0028395061728395234,-0.0008040123456789999,0.006790123456790147
40,PFN-Casmopolitan,xgboost_opt,40,0.002469135802469153,-0.0012962962962962837,0.0069753086419753274
41,PFN-Casmopolitan,xgboost_opt,41,0.002469135802469153,-0.0012962962962962828,0.0064814814814815064
42,PFN-Casmopolitan,xgboost_opt,42,0.0020987654320987832,-0.001358024691358013,0.0061728395061728634
43,PFN-Casmopolitan,xgboost_opt,43,0.0017901234567901435,-0.0020370370370370134,0.00598765432098768
44,PFN-Casmopolitan,xgboost_opt,44,0.0019135802469136,-0.0018518518518518335,0.006174382716049423
45,PFN-Casmopolitan,xgboost_opt,45,0.00160493827160496,-0.0023456790123456473,0.005373456790123486
46,PFN-Casmopolitan,xgboost_opt,46,0.00160493827160496,-0.0020385802469135694,0.005802469135802491
47,PFN-Casmopolitan,xgboost_opt,47,0.00160493827160496,-0.002345679012345667,0.006050925925925946
48,PFN-Casmopolitan,xgboost_opt,48,0.0005555555555555766,-0.0024089506172839392,0.0037654320987654598
49,PFN-Casmopolitan,xgboost_opt,49,0.0006172839506173033,-0.0022222222222222066,0.0038287037037037382
50,PFN-Casmopolitan,xgboost_opt,50,0.0008024691358024834,-0.002160493827160467,0.004074074074074088
51,PFN-Casmopolitan,xgboost_opt,51,0.00018518518518520003,-0.00246913580246913,0.003395061728395088
52,PFN-Casmopolitan,xgboost_opt,52,0.00018518518518520003,-0.0024691358024691227,0.003087962962962982
53,PFN-Casmopolitan,xgboost_opt,53,0.00018518518518520003,-0.002469135802469121,0.0033333333333333474
54,PFN-Casmopolitan,xgboost_opt,54,6.172839506174329e-05,-0.002532407407407397,0.0029629629629629776
55,PFN-Casmopolitan,xgboost_opt,55,1.3183898417423733e-17,-0.0026543209876543203,0.0028395061728395234
56,PFN-Casmopolitan,xgboost_opt,56,1.3183898417423733e-17,-0.00259259259259258,0.0029027777777778014
57,PFN-Casmopolitan,xgboost_opt,57,0.0002469135802469299,-0.002162037037037026,0.0031481481481481642
58,PFN-Casmopolitan,xgboost_opt,58,0.00012345679012347327,-0.002407407407407396,0.0030864197530864343
59,PFN-Casmopolitan,xgboost_opt,59,0.00012345679012347327,-0.0025308641975308466,0.0032777777777777935
60,PFN-Casmopolitan,xgboost_opt,60,0.00018518518518520326,-0.002347222222222219,0.0030864197530864473
61,PFN-Casmopolitan,xgboost_opt,61,0.00030864197530866,-0.0024074074074073863,0.0032098765432099032
62,PFN-Casmopolitan,xgboost_opt,62,0.0004938271604938466,-0.001851851851851833,0.0029645061728395417
63,PFN-Casmopolitan,xgboost_opt,63,0.0004938271604938466,-0.0020987654320987472,0.0032114197530864487
