,task_name,x_cont,x_cat,y
40,Schwefel,0.04004004,0.0,895.6202699976516
41,Schwefel,0.04104104,0.0,904.2031486251431
42,Schwefel,0.042042043,0.0,912.6217400162443
43,Schwefel,0.043043043,0.0,920.8713132625891
44,Schwefel,0.044044044,0.0,928.9479778782878
45,Schwefel,0.045045044,0.0,936.8471772689005
46,Schwefel,0.046046045,0.0,944.5647027831285
47,Schwefel,0.047047045,0.0,952.0964422719354
48,Schwefel,0.04804805,0.0,959.4381618155571
49,Schwefel,0.04904905,0.0,966.586397872534
50,Schwefel,0.05005005,0.0,973.5371166467976
51,Schwefel,0.05105105,0.0,980.2866178461139
52,Schwefel,0.05205205,0.0,986.8313103890298
53,Schwefel,0.05305305,0.0,993.1675248425174
54,Schwefel,0.05405405,0.0,999.2922821516266
55,Schwefel,0.055055056,0.0,1005.202136726503
56,Schwefel,0.056056056,0.0,1010.8939578751874
57,Schwefel,0.057057057,0.0,1016.3647356308521
58,Schwefel,0.058058057,0.0,1021.6114263741208
59,Schwefel,0.059059057,0.0,1026.6315879403978
60,Schwefel,0.060060058,0.0,1031.422421755746
61,Schwefel,0.061061062,0.0,1035.9814215663139
62,Schwefel,0.062062062,0.0,1040.3062119487663
63,Schwefel,0.06306306,0.0,1044.3944291293546
64,Schwefel,0.06406406,0.0,1048.2442141137642
65,Schwefel,0.06506506,0.0,1051.85346644578
66,Schwefel,0.066066064,0.0,1055.2203516871864
67,Schwefel,0.067067064,0.0,1058.3431747211548
68,Schwefel,0.068068065,0.0,1061.2202972810674
69,Schwefel,0.069069065,0.0,1063.8504827487136
70,Schwefel,0.070070066,0.0,1066.232371124936
71,Schwefel,0.07107107,0.0,1068.3648387009364
72,Schwefel,0.072072074,0.0,1070.2469077729982
73,Schwefel,0.073073074,0.0,1071.8777018641235
74,Schwefel,0.074074075,0.0,1073.256637965957
75,Schwefel,0.075075075,0.0,1074.3831291329145
76,Schwefel,0.076076075,0.0,1075.2567919040996
77,Schwefel,0.077077076,0.0,1075.8773935241775
78,Schwefel,0.078078076,0.0,1076.2448452870294
79,Schwefel,0.07907908,0.0,1076.3592402272084
80,Schwefel,0.08008008,0.0,1076.220786419757
81,Schwefel,0.08108108,0.0,1075.8298599339657
82,Schwefel,0.08208208,0.0,1075.186990106318
83,Schwefel,0.08308308,0.0,1074.2928908652025
84,Schwefel,0.084084086,0.0,1073.1483441786972
85,Schwefel,0.08508509,0.0,1071.7543637066517
86,Schwefel,0.08608609,0.0,1070.1120933632671
87,Schwefel,0.08708709,0.0,1068.2228306212312
88,Schwefel,0.08808809,0.0,1066.0880950982753
89,Schwefel,0.08908909,0.0,1063.7093604069453
90,Schwefel,0.09009009,0.0,1061.0884443123998
91,Schwefel,0.09109109,0.0,1058.2272553177588
92,Schwefel,0.09209209,0.0,1055.127853401964
93,Schwefel,0.09309309,0.0,1051.7925545712353
94,Schwefel,0.09409409,0.0,1048.2235160985738
95,Schwefel,0.09509509,0.0,1044.423345841908
96,Schwefel,0.0960961,0.0,1040.3947016098682
97,Schwefel,0.0970971,0.0,1036.1403881580663
98,Schwefel,0.0980981,0.0,1031.663495840365
99,Schwefel,0.0990991,0.0,1026.9668465349052
100,Schwefel,0.1001001,0.0,1022.0538113268858
101,Schwefel,0.1011011,0.0,1016.9277697267734
102,Schwefel,0.1021021,0.0,1011.5922411795369
103,Schwefel,0.1031031,0.0,1006.0510554013669
104,Schwefel,0.1041041,0.0,1000.3076685277176
105,Schwefel,0.1051051,0.0,994.3661750189194
106,Schwefel,0.1061061,0.0,988.2306360505545
107,Schwefel,0.1071071,0.0,981.9052432369757
108,Schwefel,0.1081081,0.0,975.394517718062
109,Schwefel,0.10910911,0.0,968.7025081952379
110,Schwefel,0.11011011,0.0,961.83397973292
111,Schwefel,0.11111111,0.0,954.7936227840423
112,Schwefel,0.11211211,0.0,947.5862463022586
113,Schwefel,0.11311311,0.0,940.2170021598779
114,Schwefel,0.11411411,0.0,932.690478722222
115,Schwefel,0.11511511,0.0,925.0120462501694
116,Schwefel,0.116116114,0.0,917.1869600247232
117,Schwefel,0.117117114,0.0,909.2205795309985
118,Schwefel,0.118118115,0.0,901.1186143518211
119,Schwefel,0.119119115,0.0,892.886128731873
120,Schwefel,0.120120116,0.0,884.5290205919964
121,Schwefel,0.121121116,0.0,876.0530340378988
122,Schwefel,0.122122124,0.0,867.4640008526123
123,Schwefel,0.123123124,0.0,858.7681036291235
124,Schwefel,0.124124125,0.0,849.9708083576975
125,Schwefel,0.12512513,0.0,841.078451694729
126,Schwefel,0.12612613,0.0,832.0971797462183
127,Schwefel,0.12712713,0.0,823.033207712638
128,Schwefel,0.12812813,0.0,813.8930957067589
129,Schwefel,0.12912913,0.0,804.6826277262943
130,Schwefel,0.13013013,0.0,795.4084798298458
131,Schwefel,0.13113113,0.0,786.0771034412938
132,Schwefel,0.13213213,0.0,776.6949986604604
133,Schwefel,0.13313313,0.0,767.2689979664943
134,Schwefel,0.13413413,0.0,757.8051109824082
135,Schwefel,0.13513513,0.0,748.3102446446032
136,Schwefel,0.13613613,0.0,738.7913408619822
137,Schwefel,0.13713713,0.0,729.254206177405
138,Schwefel,0.13813813,0.0,719.7067035246442
139,Schwefel,0.13913913,0.0,710.1546777882606
140,Schwefel,0.14014013,0.0,700.6051505208158
141,Schwefel,0.14114115,0.0,691.0648605007189
142,Schwefel,0.14214215,0.0,681.5405499482993
143,Schwefel,0.14314315,0.0,672.0392490149922
144,Schwefel,0.14414415,0.0,662.5668246852088
145,Schwefel,0.14514515,0.0,653.1311555863084
146,Schwefel,0.14614615,0.0,643.7380849161424
147,Schwefel,0.14714715,0.0,634.3945881979096
148,Schwefel,0.14814815,0.0,625.1076092981539
149,Schwefel,0.14914915,0.0,615.8829326888508
150,Schwefel,0.15015015,0.0,606.7282786405458
151,Schwefel,0.15115115,0.0,597.6493617913083
152,Schwefel,0.15215215,0.0,588.652972200066
153,Schwefel,0.15315315,0.0,579.7458395397471
154,Schwefel,0.15415415,0.0,570.9338247847295
155,Schwefel,0.15515515,0.0,562.2235449052453
156,Schwefel,0.15615615,0.0,553.6212787453001
157,Schwefel,0.15715715,0.0,545.133235037524
158,Schwefel,0.15815815,0.0,536.7658006933832
159,Schwefel,0.15915915,0.0,528.5245191253352
160,Schwefel,0.16016015,0.0,520.4156162755323
161,Schwefel,0.16116115,0.0,512.4452122944509
162,Schwefel,0.16216215,0.0,504.6183695240949
163,Schwefel,0.16316316,0.0,496.94172775336847
164,Schwefel,0.16416416,0.0,489.4201594988815
165,Schwefel,0.16516516,0.0,482.05937398796414
166,Schwefel,0.16616616,0.0,474.86494748260003
167,Schwefel,0.16716717,0.0,467.84147124693203
168,Schwefel,0.16816817,0.0,460.9949205509472
169,Schwefel,0.16916917,0.0,454.32945264200896
170,Schwefel,0.17017017,0.0,447.8507406746128
171,Schwefel,0.17117117,0.0,441.5629082163175
172,Schwefel,0.17217217,0.0,435.4707402747723
173,Schwefel,0.17317317,0.0,429.5788536823476
174,Schwefel,0.17417417,0.0,423.89101066202215
175,Schwefel,0.17517518,0.0,418.4120439578349
176,Schwefel,0.17617618,0.0,413.14542567650744
177,Schwefel,0.17717718,0.0,408.0951485248741
178,Schwefel,0.17817818,0.0,403.2650146937026
179,Schwefel,0.17917918,0.0,398.65808306335623
180,Schwefel,0.18018018,0.0,394.27823437502434
181,Schwefel,0.18118118,0.0,390.1282018272019
182,Schwefel,0.18218218,0.0,386.2110884058642
183,Schwefel,0.18318318,0.0,382.52978722704006
184,Schwefel,0.18418418,0.0,379.0866736555629
185,Schwefel,0.18518518,0.0,375.88427583176383
186,Schwefel,0.18618618,0.0,372.92490207675803
187,Schwefel,0.18718718,0.0,370.210321488301
188,Schwefel,0.18818818,0.0,367.7426977905251
189,Schwefel,0.18918918,0.0,365.52342844893644
190,Schwefel,0.19019018,0.0,363.554026313947
191,Schwefel,0.19119118,0.0,361.83577096873853
192,Schwefel,0.1921922,0.0,360.3695429621804
193,Schwefel,0.1931932,0.0,359.15634052540645
194,Schwefel,0.1941942,0.0,358.1966267460092
195,Schwefel,0.1951952,0.0,357.4909196332769
196,Schwefel,0.1961962,0.0,357.0393325957756
197,Schwefel,0.1971972,0.0,356.8418679300913
198,Schwefel,0.1981982,0.0,356.898283222641
199,Schwefel,0.1991992,0.0,357.2081437674718
200,Schwefel,0.2002002,0.0,357.7707449823513
201,Schwefel,0.2012012,0.0,358.58524404392415
202,Schwefel,0.2022022,0.0,359.65052863157894
203,Schwefel,0.2032032,0.0,360.9652393847507
204,Schwefel,0.2042042,0.0,362.52797594645597
205,Schwefel,0.2052052,0.0,364.33679955990203
206,Schwefel,0.2062062,0.0,366.3899002501935
207,Schwefel,0.2072072,0.0,368.68504705988676
208,Schwefel,0.2082082,0.0,371.2197649143884
209,Schwefel,0.2092092,0.0,373.9916005998472
210,Schwefel,0.2102102,0.0,376.9976601172725
211,Schwefel,0.2112112,0.0,380.23491191480787
212,Schwefel,0.2122122,0.0,383.70011478645563
213,Schwefel,0.2132132,0.0,387.3897037345872
214,Schwefel,0.2142142,0.0,391.3002487226428
215,Schwefel,0.2152152,0.0,395.4277817198397
216,Schwefel,0.2162162,0.0,399.76810674088404
217,Schwefel,0.2172172,0.0,404.3173709527464
218,Schwefel,0.21821822,0.0,409.0705641373396
219,Schwefel,0.21921922,0.0,414.0236168389881
220,Schwefel,0.22022022,0.0,419.1710862037891
221,Schwefel,0.22122122,0.0,424.5084083708431
222,Schwefel,0.22222222,0.0,430.0302202804504
223,Schwefel,0.22322322,0.0,435.7309569085173
224,Schwefel,0.22422422,0.0,441.6055836118403
225,Schwefel,0.22522523,0.0,447.6476488022969
226,Schwefel,0.22622623,0.0,453.85179505199187
227,Schwefel,0.22722723,0.0,460.21177572823626
228,Schwefel,0.22822823,0.0,466.72116746566155
229,Schwefel,0.22922923,0.0,473.3741967847151
230,Schwefel,0.23023023,0.0,480.16352947468414
231,Schwefel,0.23123123,0.0,487.0831148107642
232,Schwefel,0.23223223,0.0,494.1259454301918
233,Schwefel,0.23323323,0.0,501.28486775943793
234,Schwefel,0.23423423,0.0,508.55325955838896
235,Schwefel,0.23523523,0.0,515.9237260774523
236,Schwefel,0.23623623,0.0,523.3889760121369
237,Schwefel,0.23723723,0.0,530.9416113633927
238,Schwefel,0.23823823,0.0,538.5739001539478
239,Schwefel,0.23923923,0.0,546.2787163821079
240,Schwefel,0.24024023,0.0,554.0481503927729
241,Schwefel,0.24124123,0.0,561.8742051123559
242,Schwefel,0.24224223,0.0,569.7497686396721
243,Schwefel,0.24324323,0.0,577.6659857994571
244,Schwefel,0.24424425,0.0,585.6157475400028
245,Schwefel,0.24524525,0.0,593.5905678863919
246,Schwefel,0.24624625,0.0,601.5824008062102
247,Schwefel,0.24724725,0.0,609.5834105066432
248,Schwefel,0.24824825,0.0,617.5852472515113
249,Schwefel,0.24924925,0.0,625.580030543112
250,Schwefel,0.25025025,0.0,633.5593820381621
251,Schwefel,0.25125125,0.0,641.5154081649063
252,Schwefel,0.25225225,0.0,649.4398564785465
253,Schwefel,0.25325325,0.0,657.3244911510703
254,Schwefel,0.25425425,0.0,665.1614598709045
255,Schwefel,0.25525525,0.0,672.942462927108
256,Schwefel,0.25625625,0.0,680.6597169502326
257,Schwefel,0.25725725,0.0,688.305131213471
258,Schwefel,0.25825825,0.0,695.8705624189447
259,Schwefel,0.25925925,0.0,703.3486245986476
260,Schwefel,0.26026025,0.0,710.7313135958789
261,Schwefel,0.26126125,0.0,718.0109411659313
262,Schwefel,0.26226225,0.0,725.1799118472463
263,Schwefel,0.26326326,0.0,732.2305186563607
264,Schwefel,0.26426426,0.0,739.1558081134991
265,Schwefel,0.26526526,0.0,745.9482988985291
266,Schwefel,0.26626626,0.0,752.6008542536883
267,Schwefel,0.26726726,0.0,759.1062778233432
268,Schwefel,0.26826826,0.0,765.4581111593335
269,Schwefel,0.26926926,0.0,771.6494519357979
270,Schwefel,0.27027026,0.0,777.673760490713
271,Schwefel,0.27127126,0.0,783.5246676006894
272,Schwefel,0.27227226,0.0,789.1958126696371
273,Schwefel,0.27327326,0.0,794.6815380671734
274,Schwefel,0.27427426,0.0,799.9758595159632
275,Schwefel,0.27527526,0.0,805.0731713257196
276,Schwefel,0.27627626,0.0,809.9680785228288
277,Schwefel,0.27727726,0.0,814.6552648119044
278,Schwefel,0.27827826,0.0,819.1300653625025
279,Schwefel,0.27927926,0.0,823.387616484067
280,Schwefel,0.28028026,0.0,827.4234408725636
281,Schwefel,0.28128126,0.0,831.2331957864972
282,Schwefel,0.2822823,0.0,834.8132431018252
283,Schwefel,0.2832833,0.0,838.1595291638779
284,Schwefel,0.2842843,0.0,841.2687177225422
285,Schwefel,0.2852853,0.0,844.1376326418467
286,Schwefel,0.2862863,0.0,846.7633000344664
287,Schwefel,0.2872873,0.0,849.1432665812507
288,Schwefel,0.2882883,0.0,851.2751243543889
289,Schwefel,0.2892893,0.0,853.1568434953704
290,Schwefel,0.2902903,0.0,854.7866472747835
291,Schwefel,0.2912913,0.0,856.1632075298749
292,Schwefel,0.2922923,0.0,857.2853505051319
293,Schwefel,0.2932933,0.0,858.1522670569287
294,Schwefel,0.2942943,0.0,858.7634624906648
295,Schwefel,0.2952953,0.0,859.1187526536519
296,Schwefel,0.2962963,0.0,859.218302120303
297,Schwefel,0.2972973,0.0,859.062561503877
298,Schwefel,0.2982983,0.0,858.6523205068551
299,Schwefel,0.2992993,0.0,857.9887188005121
300,Schwefel,0.3003003,0.0,857.0731584948393
301,Schwefel,0.3013013,0.0,855.9074263260784
302,Schwefel,0.3023023,0.0,854.4936207278085
303,Schwefel,0.3033033,0.0,852.8341681034818
304,Schwefel,0.3043043,0.0,850.9318839629198
305,Schwefel,0.3053053,0.0,848.7897325410999
306,Schwefel,0.3063063,0.0,846.4111735070118
307,Schwefel,0.3073073,0.0,843.7999354198224
308,Schwefel,0.3083083,0.0,840.9601577424353
309,Schwefel,0.3093093,0.0,837.8960347522758
310,Schwefel,0.3103103,0.0,834.6123319708238
311,Schwefel,0.3113113,0.0,831.1140429584967
312,Schwefel,0.3123123,0.0,827.4064682431779
313,Schwefel,0.3133133,0.0,823.495332943702
314,Schwefel,0.3143143,0.0,819.3862984118848
315,Schwefel,0.3153153,0.0,815.0856723265215
316,Schwefel,0.3163163,0.0,810.5999316194234
317,Schwefel,0.3173173,0.0,805.9358320441078
318,Schwefel,0.3183183,0.0,801.100551047539
319,Schwefel,0.3193193,0.0,796.1010852667741
320,Schwefel,0.3203203,0.0,790.9451273112788
321,Schwefel,0.3213213,0.0,785.6404725269423
322,Schwefel,0.3223223,0.0,780.195322891901
323,Schwefel,0.3233233,0.0,774.617609144269
324,Schwefel,0.3243243,0.0,768.915977256117
325,Schwefel,0.3253253,0.0,763.0991179532703
326,Schwefel,0.3263263,0.0,757.1759197235832
327,Schwefel,0.3273273,0.0,751.1556423948988
328,Schwefel,0.3283283,0.0,745.0471681338126
329,Schwefel,0.3293293,0.0,738.8600908926597
330,Schwefel,0.3303303,0.0,732.6039721905149
331,Schwefel,0.3313313,0.0,726.2887034651707
332,Schwefel,0.3323323,0.0,719.9237205449512
333,Schwefel,0.33333334,0.0,713.5189496613302
334,Schwefel,0.33433434,0.0,707.0848067398617
335,Schwefel,0.33533534,0.0,700.6312024206135
336,Schwefel,0.33633634,0.0,694.1685042693165
337,Schwefel,0.33733734,0.0,687.7065382320604
338,Schwefel,0.33833835,0.0,681.2557556050261
339,Schwefel,0.33933935,0.0,674.8264288137677
340,Schwefel,0.34034035,0.0,668.429026514254
341,Schwefel,0.34134135,0.0,662.0734177699237
342,Schwefel,0.34234235,0.0,655.7700259604453
343,Schwefel,0.34334335,0.0,649.5290302327605
344,Schwefel,0.34434435,0.0,643.3605438291324
345,Schwefel,0.34534535,0.0,637.274780837211
346,Schwefel,0.34634635,0.0,631.2812989030665
347,Schwefel,0.34734735,0.0,625.3900952149502
348,Schwefel,0.34834835,0.0,619.6108436410276
349,Schwefel,0.34934935,0.0,613.9532342198834
350,Schwefel,0.35035035,0.0,608.4262689189146
351,Schwefel,0.35135135,0.0,603.0392790238748
352,Schwefel,0.35235235,0.0,597.8012131928456
353,Schwefel,0.35335335,0.0,592.7207939338604
354,Schwefel,0.35435435,0.0,587.8066469766908
355,Schwefel,0.35535535,0.0,583.0666892921154
356,Schwefel,0.35635635,0.0,578.5090108191152
357,Schwefel,0.35735735,0.0,574.1412524179345
358,Schwefel,0.35835835,0.0,569.970741083939
359,Schwefel,0.35935935,0.0,566.004590755372
360,Schwefel,0.36036035,0.0,562.2492081975574
361,Schwefel,0.36136135,0.0,558.7110025122759
362,Schwefel,0.36236235,0.0,555.3958790479758
363,Schwefel,0.36336336,0.0,552.3094384934054
364,Schwefel,0.36436436,0.0,549.4565923469011
365,Schwefel,0.36536536,0.0,546.8421131441061
366,Schwefel,0.36636636,0.0,544.4702368351568
367,Schwefel,0.36736736,0.0,542.3447468978627
368,Schwefel,0.36836836,0.0,540.4690148047944
369,Schwefel,0.36936936,0.0,538.8457666562854
370,Schwefel,0.37037036,0.0,537.4774149036888
371,Schwefel,0.37137136,0.0,536.3658110908425
372,Schwefel,0.37237236,0.0,535.5123189373719
373,Schwefel,0.37337336,0.0,534.9177089533248
374,Schwefel,0.37437436,0.0,534.5823062976376
375,Schwefel,0.37537536,0.0,534.5058713919141
376,Schwefel,0.37637636,0.0,534.6876234422252
377,Schwefel,0.37737736,0.0,535.126217727091
378,Schwefel,0.37837836,0.0,535.819802531566
379,Schwefel,0.37937936,0.0,536.7659355046749
380,Schwefel,0.38038036,0.0,537.9616271638029
381,Schwefel,0.38138136,0.0,539.4032827178861
382,Schwefel,0.38238236,0.0,541.0868855577733
383,Schwefel,0.38338336,0.0,543.0077347305715
384,Schwefel,0.3843844,0.0,545.1606851489507
385,Schwefel,0.3853854,0.0,547.5398416677684
386,Schwefel,0.3863864,0.0,550.1388759212894
387,Schwefel,0.3873874,0.0,552.951101027821
388,Schwefel,0.3883884,0.0,555.9690660229245
389,Schwefel,0.3893894,0.0,559.1848758201608
390,Schwefel,0.3903904,0.0,562.5900196066405
391,Schwefel,0.3913914,0.0,566.1758043368613
392,Schwefel,0.3923924,0.0,569.9327453284861
393,Schwefel,0.3933934,0.0,573.8509914614451
394,Schwefel,0.3943944,0.0,577.9202411390008
395,Schwefel,0.3953954,0.0,582.1296303973428
396,Schwefel,0.3963964,0.0,586.4682706038368
397,Schwefel,0.3973974,0.0,590.9244995049727
398,Schwefel,0.3983984,0.0,595.4864137994005
399,Schwefel,0.3993994,0.0,600.1417675567271
400,Schwefel,0.4004004,0.0,604.8778529364159
401,Schwefel,0.4014014,0.0,609.6821080427081
402,Schwefel,0.4024024,0.0,614.5412792429906
403,Schwefel,0.4034034,0.0,619.4420274850372
404,Schwefel,0.4044044,0.0,624.370666751477
405,Schwefel,0.4054054,0.0,629.3137997119566
406,Schwefel,0.4064064,0.0,634.2574505907646
407,Schwefel,0.4074074,0.0,639.1877022868929
408,Schwefel,0.4084084,0.0,644.0905842202716
409,Schwefel,0.4094094,0.0,648.9519639027421
410,Schwefel,0.4104104,0.0,653.7581788090973
411,Schwefel,0.4114114,0.0,658.4951878038419
412,Schwefel,0.4124124,0.0,663.1492081511669
413,Schwefel,0.4134134,0.0,667.7064726467951
414,Schwefel,0.4144144,0.0,672.1538267647879
415,Schwefel,0.4154154,0.0,676.4779394522013
416,Schwefel,0.4164164,0.0,680.6659080634764
417,Schwefel,0.4174174,0.0,684.7051641950152
418,Schwefel,0.4184184,0.0,688.5834047902874
419,Schwefel,0.4194194,0.0,692.2891073363228
420,Schwefel,0.4204204,0.0,695.8108671723193
421,Schwefel,0.4214214,0.0,699.1379230998232
422,Schwefel,0.4224224,0.0,702.2600838353607
423,Schwefel,0.4234234,0.0,705.1676896494401
424,Schwefel,0.4244244,0.0,707.8520069135571
425,Schwefel,0.4254254,0.0,710.3047416412103
426,Schwefel,0.4264264,0.0,712.5184459389903
427,Schwefel,0.4274274,0.0,714.486413810792
428,Schwefel,0.4284284,0.0,716.2029563868084
429,Schwefel,0.4294294,0.0,717.6630829028311
430,Schwefel,0.4304304,0.0,718.8627879473734
431,Schwefel,0.4314314,0.0,719.7990252783802
432,Schwefel,0.4324324,0.0,720.4697268323058
433,Schwefel,0.4334334,0.0,720.8739093468465
434,Schwefel,0.4344344,0.0,721.0115818395195
435,Schwefel,0.4354354,0.0,720.883862764708
436,Schwefel,0.43643644,0.0,720.4929794314901
437,Schwefel,0.43743744,0.0,719.8422883395972
438,Schwefel,0.43843845,0.0,718.9362916274983
439,Schwefel,0.43943945,0.0,717.7806493230357
440,Schwefel,0.44044045,0.0,716.3821870806355
441,Schwefel,0.44144145,0.0,714.7489523666382
442,Schwefel,0.44244245,0.0,712.8900057958249
443,Schwefel,0.44344345,0.0,710.8157125622579
444,Schwefel,0.44444445,0.0,708.5375365463935
445,Schwefel,0.44544545,0.0,706.0681449055882
446,Schwefel,0.44644645,0.0,703.4210747799256
447,Schwefel,0.44744745,0.0,700.6111525872954
448,Schwefel,0.44844845,0.0,697.6541580430694
449,Schwefel,0.44944945,0.0,694.5668489196689
450,Schwefel,0.45045045,0.0,691.3670046660018
451,Schwefel,0.45145145,0.0,688.0729690770287
452,Schwefel,0.45245245,0.0,684.7041645362759
453,Schwefel,0.45345345,0.0,681.2806239816567
454,Schwefel,0.45445445,0.0,677.8231030452188
455,Schwefel,0.45545545,0.0,674.352558602872
456,Schwefel,0.45645645,0.0,670.8906742390675
457,Schwefel,0.45745745,0.0,667.459321418027
458,Schwefel,0.45845845,0.0,664.0805373873561
459,Schwefel,0.45945945,0.0,660.7764877599876
460,Schwefel,0.46046045,0.0,657.5689192442451
461,Schwefel,0.46146145,0.0,654.4796088720177
462,Schwefel,0.46246246,0.0,651.5297922689913
463,Schwefel,0.46346346,0.0,648.7400905382136
464,Schwefel,0.46446446,0.0,646.1304027175466
465,Schwefel,0.46546546,0.0,643.7194000995814
466,Schwefel,0.46646646,0.0,641.5248034967577
467,Schwefel,0.46746746,0.0,639.5628503495819
468,Schwefel,0.46846846,0.0,637.8482103947182
469,Schwefel,0.46946946,0.0,636.393563335813
470,Schwefel,0.47047046,0.0,635.2096879444401
471,Schwefel,0.47147146,0.0,634.3050168569964
472,Schwefel,0.47247246,0.0,633.6854634544891
473,Schwefel,0.47347346,0.0,633.3541992457798
474,Schwefel,0.47447446,0.0,633.3113974024914
475,Schwefel,0.47547546,0.0,633.5540747619609
476,Schwefel,0.47647646,0.0,634.0758337130806
477,Schwefel,0.47747746,0.0,634.8666535656116
478,Schwefel,0.47847846,0.0,635.912818891763
479,Schwefel,0.47947946,0.0,637.1966220561976
480,Schwefel,0.48048046,0.0,638.696330690024
481,Schwefel,0.48148146,0.0,640.3860854906852
482,Schwefel,0.48248246,0.0,642.2358082841071
483,Schwefel,0.48348346,0.0,644.2114596469935
484,Schwefel,0.48448446,0.0,646.2748004681271
485,Schwefel,0.48548546,0.0,648.3838073913846
486,Schwefel,0.48648646,0.0,650.4928625537096
487,Schwefel,0.4874875,0.0,652.5535222301112
488,Schwefel,0.4884885,0.0,654.5145061870918
489,Schwefel,0.4894895,0.0,656.3231889717966
490,Schwefel,0.4904905,0.0,657.926424536748
491,Schwefel,0.4914915,0.0,659.2720990604879
492,Schwefel,0.4924925,0.0,660.3113286719835
493,Schwefel,0.4934935,0.0,661.0009741120427
494,Schwefel,0.4944945,0.0,661.3076373235142
495,Schwefel,0.4954955,0.0,661.2131078567926
496,Schwefel,0.4964965,0.0,660.722665988754
497,Schwefel,0.4974975,0.0,659.8789888089034
498,Schwefel,0.4984985,0.0,658.7894377523644
499,Schwefel,0.4994995,0.0,657.7019084641014
500,Schwefel,0.5005005,0.0,657.051374473115
501,Schwefel,0.5015015,0.0,655.9638451848521
502,Schwefel,0.5025025,0.0,654.874294128313
503,Schwefel,0.5035035,0.0,654.0306169484624
504,Schwefel,0.5045045,0.0,653.5401750804239
505,Schwefel,0.5055055,0.0,653.4456456137021
506,Schwefel,0.5065065,0.0,653.7523088251736
507,Schwefel,0.5075075,0.0,654.441954265233
508,Schwefel,0.5085085,0.0,655.4811838767284
509,Schwefel,0.5095095,0.0,656.8268584004684
510,Schwefel,0.5105105,0.0,658.4300939654197
511,Schwefel,0.5115115,0.0,660.2387767501247
512,Schwefel,0.5125125,0.0,662.1997607071053
513,Schwefel,0.51351357,0.0,664.2604203835067
514,Schwefel,0.51451457,0.0,666.3696046229758
515,Schwefel,0.51551557,0.0,668.4785462928656
516,Schwefel,0.51651657,0.0,670.541823290223
517,Schwefel,0.51751757,0.0,672.517533149654
518,Schwefel,0.51851857,0.0,674.3672515642521
519,Schwefel,0.51951957,0.0,676.0570497675299
520,Schwefel,0.52052057,0.0,677.5567034320561
521,Schwefel,0.52152157,0.0,678.8404640454535
522,Schwefel,0.52252257,0.0,679.8866574535253
523,Schwefel,0.52352357,0.0,680.6774692928391
524,Schwefel,0.52452457,0.0,681.199231562912
525,Schwefel,0.52552557,0.0,681.4418886050454
526,Schwefel,0.5265266,0.0,681.3990836914365
527,Schwefel,0.5275276,0.0,681.0677904770389
528,Schwefel,0.5285286,0.0,680.448242822369
529,Schwefel,0.5295296,0.0,679.5435949927762
530,Schwefel,0.5305306,0.0,678.3596793322267
531,Schwefel,0.5315316,0.0,676.9050725424983
532,Schwefel,0.5325326,0.0,675.1903203581569
533,Schwefel,0.5335336,0.0,673.2284160016226
534,Schwefel,0.5345346,0.0,671.0338828376349
535,Schwefel,0.5355356,0.0,668.6228035928781
536,Schwefel,0.5365366,0.0,666.0131099940911
